12.48664	0.40277
67.48065	0.32300
47.01921	0.38417
26.04253	0.26567
7.24282	0.31390
8.12625	0.31469
136.47771	0.30945
3.15476	0.33069
75.22850	0.25652
51.09417	0.47493
92.50755	0.42957
91.60023	0.13194
29.10569	0.38234
8.55346	0.28815
16.36537	0.23060
70.99115	0.22163
117.47890	0.27357
17.36609	0.41188
6.26257	0.36584
97.68833	0.28261
33.34021	0.15601
17.22316	0.41807
8.22145	0.27901
68.02927	0.42482
4.93094	0.22080
5.29481	0.32652
8.56211	0.34250
37.94019	0.18885
5.16011	0.32604
32.16655	0.17599
53.05866	0.29048
8.06683	0.13246
107.71197	0.39646
2.23219	0.24725
7.63776	0.26609
2.97938	0.40493
3.03749	0.16001
25.13220	0.35020
12.85973	0.29276
60.07163	0.33807
91.09526	0.36812
3.74372	0.15033
39.58268	0.21925
87.57318	0.44905
82.25402	0.42971
81.17814	0.26417
36.73791	0.29950
36.06491	0.37440
132.71893	0.36914
3.03203	0.24714
22.40428	0.40837
6.04624	0.22630
48.21213	0.27005
45.12629	0.26677
18.43530	0.30558
153.71635	0.32235
70.91348	0.24702
16.32157	0.30740
43.99413	0.28304
22.52477	0.25484
46.82189	0.18384
92.76234	0.27460
86.13988	0.29761
63.67326	0.37455
82.23943	0.41957
33.77210	0.26599
14.05045	0.25507
51.25739	0.38680
10.16055	0.25051
1.69421	0.32660
8.29506	0.23687
29.16173	0.20712
27.08618	0.24129
17.81835	0.26223
5.67784	0.21846
46.30852	0.33049
106.94195	0.27405
31.84869	0.30117
56.69612	0.38052
3.34226	0.16788
3.99520	0.22747
4.69124	0.27071
3.09113	0.11941
1.62909	0.35208
15.03120	0.22239
64.25201	0.23202
4.10285	0.31492
3.96507	0.14859
45.69942	0.17156
43.20978	0.29541
61.07209	0.29802
12.47924	0.22981
3.33258	0.26152
77.04824	0.35827
3.69028	0.16002
74.35404	0.30411
117.72390	0.29677
55.55336	0.27013
7.18514	0.39123
7.07019	0.33343
30.87484	0.23921
139.92710	0.48067
50.45340	0.21050
52.44137	0.28164
3.35944	0.26180
45.10190	0.39681
75.74571	0.30418
96.01835	0.32783
56.29697	0.34114
9.74521	0.22810
7.55036	0.34356
51.92024	0.28012
18.64535	0.28844
1.18570	0.19491
52.05873	0.17835
8.49970	0.30852
6.44535	0.23071
12.54164	0.30296
34.62548	0.23782
39.48536	0.38778
42.55375	0.28588
57.81590	0.22905
1.57476	0.27969
6.98483	0.29110
2.73074	0.23002
6.28462	0.38336
115.26866	0.21006
55.75630	0.30272
1.79121	0.25900
68.56723	0.19154
95.36339	0.27878
104.70952	0.32411
3.10981	0.17860
3.78666	0.30304
134.67250	0.37935
65.38956	0.31151
16.49783	0.33401
8.76426	0.20191
6.06578	0.25339
4.44342	0.21290
2.33696	0.21966
53.08863	0.27358
27.33531	0.25168
3.21560	0.22656
9.95018	0.32208
17.11786	0.31294
16.11701	0.36791
37.33293	0.27955
122.83362	0.46151
40.23413	0.42216
6.12531	0.17734
7.15765	0.15183
5.08493	0.20373
113.61828	0.29286
112.24441	0.36486
127.07217	0.30612
77.97791	0.26858
46.38592	0.29531
120.57417	0.40757
59.20368	0.21794
116.36165	0.25347
3.63896	0.21764
5.39047	0.18205
152.26588	0.48442
91.34163	0.40128
38.57459	0.24343
2.48799	0.28109
2.18208	0.27072
145.04407	0.24723
9.22638	0.33266
8.34861	0.21956
3.35616	0.46178
3.45699	0.16993
32.27600	0.22128
5.47023	0.28148
56.54708	0.24758
9.63547	0.31846
43.01943	0.21108
35.21543	0.33977
78.10251	0.35983
89.85269	0.28720
86.94543	0.37057
5.18186	0.37325
32.15880	0.23634
16.01527	0.28899
59.41915	0.32691
30.35143	0.28084
52.52020	0.22956
18.18196	0.26398
4.10653	0.19778
7.40779	0.14196
2.98517	0.21483
15.21377	0.28900
135.07885	0.36689
8.40807	0.28472
101.44256	0.23990
14.77366	0.29508
83.24808	0.29926
4.41359	0.21934
5.87510	0.25385
37.49795	0.26278
42.13330	0.29442
3.57603	0.16648
38.33388	0.26898
3.44430	0.20197
5.21984	0.22700
4.82292	0.20684
41.38589	0.30575
69.99236	0.25656
51.10818	0.48178
87.92453	0.33692
98.50018	0.28338
22.11275	0.41022
63.02982	0.31161
19.89646	0.44420
3.12846	0.24612
4.50459	0.36950
18.04208	0.26589
45.89551	0.38120
119.76695	0.29342
52.28647	0.24867
4.84156	0.16712
9.87008	0.21821
37.20182	0.31254
42.26824	0.46473
51.26889	0.21543
4.62685	0.20280
0.99199	0.30172
5.06030	0.25272
3.83283	0.21746
6.31358	0.35186
0.45056	0.29053
82.79028	0.31446
165.96293	0.36262
163.30988	0.53444
3.33720	0.21269
102.73424	0.31597
5.37330	0.21677
5.25010	0.20652
3.92038	0.12744
12.50423	0.26424
118.15596	0.37485
5.94717	0.31619
3.93242	0.26493
172.97957	0.33212
13.63827	0.23005
24.07001	0.26861
77.62746	0.47037
17.46098	0.24293
16.02807	0.19792
3.51548	0.18204
48.42312	0.19555
35.14149	0.43225
92.90177	0.19789
12.83334	0.23751
58.53565	0.31650
26.70839	0.23198
5.65521	0.25471
9.12011	0.27608
7.37382	0.31504
7.90347	0.19991
4.89479	0.30598
69.21727	0.21111
3.17100	0.26925
2.56863	0.26696
2.95606	0.22672
0.47041	0.23475
122.63004	0.29516
3.12243	0.22893
10.22455	0.42006
21.10069	0.33376
1.79997	0.35766
158.31310	0.34762
0.41758	0.25121
3.16468	0.17522
2.45751	0.28532
117.91891	0.33243
2.98340	0.16001
68.78958	0.20139
22.79537	0.25747
53.31187	0.22179
12.53968	0.23185
94.63351	0.26371
5.04063	0.33558
17.29023	0.29868
47.97999	0.25796
25.78429	0.22152
89.72949	0.42811
50.29766	0.23945
19.43133	0.31392
9.19163	0.24828
75.87250	0.30682
90.53513	0.45350
47.98341	0.49644
8.60629	0.35909
13.33169	0.17695
1.19198	0.23635
58.90848	0.46762
116.14921	0.34763
42.65663	0.35504
14.15840	0.15605
1.57779	0.15479
2.46541	0.13441
138.84910	0.26068
84.60161	0.33421
1.58755	0.35750
101.82542	0.32420
1.17221	0.28215
39.89431	0.30234
68.80568	0.42225
3.60224	0.25374
101.21963	0.22045
78.51253	0.34023
53.66739	0.18683
2.42231	0.32047
53.12448	0.29856
107.17731	0.35138
3.45368	0.35325
65.72456	0.33377
52.42529	0.27567
5.79337	0.29210
103.15607	0.38131
79.82556	0.22386
58.41492	0.29475
57.30977	0.44918
116.04456	0.29042
88.90839	0.31870
19.14849	0.28934
12.80442	0.37109
60.50330	0.30360
162.25348	0.32332
61.85590	0.35309
24.67268	0.23203
90.44209	0.23249
59.08100	0.35121
4.41237	0.24874
3.94842	0.23065
21.38205	0.30955
70.95763	0.34933
69.05758	0.36228
5.33111	0.22659
7.01191	0.31589
11.63044	0.25685
2.17124	0.22825
23.05117	0.30077
3.49821	0.25337
3.70278	0.13099
21.40300	0.33269
2.74409	0.27857
24.49895	0.29052
84.07964	0.23922
3.56955	0.19307
3.72943	0.29791
1.77347	0.13718
2.62936	0.22894
3.84908	0.28103
20.60504	0.39715
112.72370	0.35903
129.59963	0.36527
20.26324	0.33665
2.18131	0.17844
55.75032	0.30682
49.19754	0.42792
64.61491	0.34059
2.44293	0.22646
67.85963	0.33548
56.68256	0.30281
53.33419	0.26882
3.26712	0.28029
140.52822	0.40351
2.76109	0.25480
42.32077	0.34597
35.06158	0.37411
64.15808	0.31682
110.15145	0.36332
2.04318	0.15031
2.72645	0.26722
27.51645	0.30496
1.84277	0.17819
34.00357	0.40657
107.33057	0.27987
57.83352	0.39148
82.72308	0.26065
44.62174	0.29944
3.41260	0.24342
40.54823	0.35134
40.05032	0.33771
3.98734	0.23669
7.48039	0.23118
67.13868	0.28143
66.16718	0.29382
165.66496	0.30585
97.47020	0.38287
88.82299	0.22714
2.72504	0.23629
74.00288	0.34887
1.94090	0.23130
1.95142	0.17956
70.78852	0.30693
1.65031	0.28408
1.89769	0.31436
63.36774	0.42178
121.66034	0.30246
2.33510	0.18346
2.21643	0.20342
3.15051	0.21654
2.77339	0.21914
1.34372	0.20632
2.86649	0.19504
2.27187	0.22963
3.59425	0.13433
2.82277	0.12583
2.15317	0.10728
43.93262	0.38842
15.76187	0.29036
90.08928	0.34222
122.34425	0.28031
2.97669	0.32177
2.11924	0.15979
11.03726	0.27547
25.22035	0.24238
25.97287	0.26233
3.38712	0.15254
158.60939	0.31461
2.21661	0.32864
3.67902	0.26487
2.42004	0.18672
3.81815	0.19605
39.86430	0.27336
0.88407	0.26403
122.40720	0.26163
4.12869	0.29377
4.68796	0.25456
2.59541	0.15783
8.42412	0.32079
4.44433	0.35511
3.67050	0.31955
4.23582	0.30138
39.42917	0.37385
120.23858	0.31434
2.98485	0.24052
108.00375	0.29594
73.16134	0.40526
4.71035	0.20153
64.94301	0.38159
66.86556	0.46513
19.06474	0.41723
24.91299	0.30597
2.92883	0.26200
2.99609	0.14605
61.58351	0.26686
2.72419	0.19201
10.22062	0.36092
2.23922	0.25233
88.83801	0.43310
21.34677	0.25818
38.59008	0.39393
1.92760	0.25702
2.35041	0.25693
100.59178	0.31413
89.15259	0.28083
60.34280	0.32653
2.49513	0.08251
22.52910	0.41510
2.37538	0.27459
5.78168	0.25240
102.03688	0.36807
2.79086	0.14065
47.46514	0.29882
3.55812	0.16163
3.12784	0.21439
78.78504	0.23936
3.07520	0.26079
2.56635	0.12415
9.76222	0.30541
2.58645	0.28011
2.15584	0.41040
2.80910	0.15549
1.23223	0.35817
98.50776	0.24874
6.54078	0.32834
31.57012	0.23740
4.38918	0.31894
2.43344	0.12264
3.47278	0.11764
89.13288	0.38236
2.03649	0.15393
4.27487	0.22450
3.13575	0.09815
4.52663	0.24060
3.34496	0.19196
2.90491	0.13527
3.43353	0.26914
3.05593	0.12434
3.34162	0.29939
18.04687	0.33042
43.38522	0.30018
3.45338	0.36622
55.80854	0.26170
53.65290	0.37366
114.53321	0.31668
101.07768	0.21642
4.51023	0.20342
3.76843	0.24174
36.18442	0.29377
4.58757	0.15686
2.80652	0.25238
3.95307	0.19125
36.17476	0.32665
4.28489	0.21143
55.67337	0.24094
60.67857	0.44132
141.55284	0.25265
4.03907	0.23431
23.41234	0.38766
2.81878	0.24890
2.85644	0.12513
2.26762	0.10608
22.00170	0.23891
3.19506	0.08225
3.08512	0.19729
3.39709	0.23099
110.12392	0.27486
72.20988	0.39845
59.58610	0.33306
119.89932	0.27299
3.53143	0.14173
92.66523	0.30214
3.24780	0.17862
2.74580	0.17751
1.81116	0.28219
3.41388	0.09988
18.84499	0.34107
31.48494	0.31642
2.59000	0.15603
